name,order,family,scientific_name,conservation_status,nz_status,url,other_names
Upland moa | Moa pukepuke,Dinornithiformes,Megalapterygidae,Megalapteryx didinus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/upland-moa,
Little bush moa | Moariki,Dinornithiformes,Emeidae,Anomalopteryx didiformis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/little-bush-moa,slender bush moa
Mantell's moa | Moa ruarangi,Dinornithiformes,Emeidae,Pachyornis geranoides,Extinct,Endemic,http://nzbirdsonline.org.nz/species/mantells-moa,"Mappin's moa, Mantells moa, Mappins moa"
Heavy-footed moa | Moa waewae taumaha,Dinornithiformes,Emeidae,Pachyornis elephantopus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/heavy-footed-moa,"heavy footed moa, heavyfooted moa"
Crested moa | Moa koukou,Dinornithiformes,Emeidae,Pachyornis australis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/crested-moa,
Eastern moa | Moa mōmona,Dinornithiformes,Emeidae,Emeus crassus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/eastern-moa,moa momona
Stout-legged moa | Moa hakahaka,Dinornithiformes,Emeidae,Euryapteryx curtus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/stout-legged-moa,"coastal moa, broad-billed moa, stout legged moa, stoutlegged moa"
North Island giant moa | Kuranui,Dinornithiformes,Dinornithidae,Dinornis novaezealandiae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/north-island-giant-moa,
South Island giant moa | Moa nunui,Dinornithiformes,Dinornithidae,Dinornis robustus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/south-island-giant-moa,
North Island brown kiwi | Kiwi-nui,Apterygiformes,Apterygidae,Apteryx mantelli,Not Threatened,Endemic,http://nzbirdsonline.org.nz/species/north-island-brown-kiwi,
Rowi | Okarito brown kiwi,Apterygiformes,Apterygidae,Apteryx rowi,Nationally Endangered,Endemic,http://nzbirdsonline.org.nz/species/okarito-brown-kiwi,Okarito kiwi
Southern brown kiwi | Tokoeka,Apterygiformes,Apterygidae,Apteryx australis,Naturally Uncommon,Endemic,http://nzbirdsonline.org.nz/species/southern-brown-kiwi,
Little spotted kiwi | Kiwi pukupuku,Apterygiformes,Apterygidae,Apteryx owenii,Nationally Increasing,Endemic,http://nzbirdsonline.org.nz/species/little-spotted-kiwi-kiwi-pukupuku,
Great spotted kiwi | Roroa,Apterygiformes,Apterygidae,Apteryx maxima,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/great-spotted-kiwi,roa
Plumed whistling duck,Anseriformes,Anatidae,Dendrocygna eytoni,Vagrant,Native,http://nzbirdsonline.org.nz/species/plumed-whistling-duck,"grass whistling duck, plumed whistle duck, grass whistle duck, plumed tree-duck, Eyton’s whistling duck, Eyton’s tree-duck, whistler"
Mute swan | Wāna,Anseriformes,Anatidae,Cygnus olor,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/mute-swan,"white swan, wana"
Black swan | Kakīānau,Anseriformes,Anatidae,Cygnus atratus,Not Threatened,Native,http://nzbirdsonline.org.nz/species/black-swan,kakaianu
New Zealand swan | Matapu,Anseriformes,Anatidae,Cygnus sumnerensis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-swan-matapu,pouwa
Cape Barren goose,Anseriformes,Anatidae,Cereopsis novaehollandiae,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/cape-barren-goose,pig goose
North Island goose | Tarepo,Anseriformes,Anatidae,Cnemiornis gracilis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/north-island-goose,New Zealand goose
South Island goose,Anseriformes,Anatidae,Cnemiornis calcitrans,Extinct,Endemic,http://nzbirdsonline.org.nz/species/south-island-goose,New Zealand goose
Greylag goose | Kuihi,Anseriformes,Anatidae,Anser anser,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/greylag-goose,"feral goose, domestic goose, graylag goose, wild goose"
Canada goose | Kuihi,Anseriformes,Anatidae,Branta canadensis,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/canada-goose,honker
Pink-eared duck,Anseriformes,Anatidae,Malacorhynchus membranaceus,Vagrant,Native,http://nzbirdsonline.org.nz/species/pink-eared-duck,"zebra duck, zebra teal, pink-ear, pink-eye, pinkie, pink-eyed duck, whistling teal, wigeon, whistler, pink eared duck, pinkeared duck"
Scarlett's duck,Anseriformes,Anatidae,Malacorhynchus scarletti,Extinct,Endemic,http://nzbirdsonline.org.nz/species/scarletts-duck,"New Zealand pink-eared duck, Scarletts duck"
New Zealand blue-billed duck,Anseriformes,Anatidae,Oxyura vantetsi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-blue-billed-duck,"New Zealand stiff-tailed duck, New Zealand blue billed duck, New Zealand bluebilled duck, New Zealand stiff tailed duck, New Zealand stifftailed duck"
New Zealand musk duck,Anseriformes,Anatidae,Biziura delautouri,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-musk-duck,
Paradise shelduck | Pūtangitangi,Anseriformes,Anatidae,Tadorna variegata,Not Threatened,Endemic,http://nzbirdsonline.org.nz/species/paradise-shelduck,"paradise duck, putangitangi, pari, parry, parrie"
Chestnut-breasted shelduck,Anseriformes,Anatidae,Tadorna tadornoides,Vagrant,Native,http://nzbirdsonline.org.nz/species/chestnut-breasted-shelduck,"mountain duck, Australian shelduck, chestnut-coloured shelduck, chestnut shelduck, mountain shelduck, grunter, chestnut breasted shelduck, chestnutbreasted shelduck"
Chatham Island merganser,Anseriformes,Anatidae,Mergus milleneri,Extinct,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-merganser,
Auckland Island merganser | Miuweka,Anseriformes,Anatidae,Mergus australis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/auckland-island-merganser,"southern merganser, New Zealand merganser"
Australian wood duck,Anseriformes,Anatidae,Chenonetta jubata,Coloniser,Native,http://nzbirdsonline.org.nz/species/australian-wood-duck,"maned goose, maned duck"
Finsch's duck | Manutahora,Anseriformes,Anatidae,Chenonetta finschi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/finschs-duck,Finschs duck
Muscovy duck,Anseriformes,Anatidae,Cairina moschata,"Introduced, not established","Introduced, not established",http://nzbirdsonline.org.nz/species/muscovy-duck,"Cairo duck, Guinea duck, Barbary duck, Indian duck"
Whio | Blue duck,Anseriformes,Anatidae,Hymenolaimus malacorhynchos,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/blue-duck,"mountain duck, blue mountain duck"
Grey teal | Tētē-moroiti,Anseriformes,Anatidae,Anas gracilis,Not Threatened,Native,http://nzbirdsonline.org.nz/species/grey-teal,"tētē, tete moroiti, tete, gray teal"
Chestnut teal,Anseriformes,Anatidae,Anas castanea,Vagrant,Native,http://nzbirdsonline.org.nz/species/chestnut-teal,chestnut-breasted teal
Chatham Island duck,Anseriformes,Anatidae,Anas chathamica,Extinct,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-duck,
Brown teal | Pāteke,Anseriformes,Anatidae,Anas chlorotis,Recovering,Endemic,http://nzbirdsonline.org.nz/species/brown-teal,"brown duck, pateke"
Auckland Island teal | Tētē kākāriki,Anseriformes,Anatidae,Anas aucklandica,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/auckland-island-teal,"Auckland teal, Auckland Island flightless duck, flightless teal"
Campbell Island teal,Anseriformes,Anatidae,Anas nesiotis,Nationally Increasing,Endemic,http://nzbirdsonline.org.nz/species/campbell-island-teal,Campbell Island flightless teal
Northern pintail,Anseriformes,Anatidae,Anas acuta,Vagrant,Native,http://nzbirdsonline.org.nz/species/northern-pintail,
Mallard | Rakiraki,Anseriformes,Anatidae,Anas platyrhynchos,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/mallard,"mallard duck, wild duck, northern mallard, greenhead"
Grey duck | Pārera,Anseriformes,Anatidae,Anas superciliosa,Nationally Vulnerable,Native,http://nzbirdsonline.org.nz/species/grey-duck,"Pacific black duck, parera, gray duck, black duck"
Australasian shoveler | Kuruwhengi,Anseriformes,Anatidae,Spatula rhynchotis,Not Threatened,Native,http://nzbirdsonline.org.nz/species/australasian-shoveler,"New Zealand shoveler, spoonbill, shoveler, spoony, spoonie, shoveller"
Northern shoveler,Anseriformes,Anatidae,Spatula clypeata,Vagrant,Native,http://nzbirdsonline.org.nz/species/northern-shoveler,
Australian white-eyed duck | Karakahia,Anseriformes,Anatidae,Aythya australis,Vagrant,Native,http://nzbirdsonline.org.nz/species/australian-white-eyed-duck,"hardhead, Australian white eyed duck, Australian whiteeyed duck"
New Zealand scaup | Pāpango,Anseriformes,Anatidae,Aythya novaeseelandiae,Not Threatened,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-scaup,"black teal, papango, matapouri, titiporangi, raipo"
Helmeted guineafowl,Galliformes,Numididae,Numida meleagris,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/helmeted-guineafowl,"tufted guineafowl, crowned guineafowl"
California quail | Tikaokao,Galliformes,Odontophoridae,Callipepla californica,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/california-quail,"plumed quail, McPherson quail"
New Zealand quail | Koreke,Galliformes,Phasianidae,Coturnix novaezelandiae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-quail,
Brown quail | Kuera,Galliformes,Phasianidae,Synoicus ypsilophorus,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/brown-quail,"Australian brown quail, kuera, koera"
Chukor,Galliformes,Phasianidae,Alectoris chukar,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/chukor,"chukar, chukor partridge, chukar partridge"
Red-legged partridge,Galliformes,Phasianidae,Alectoris rufa,"Introduced, not established","Introduced, not established",http://nzbirdsonline.org.nz/species/red-legged-partridge,French partridge
Peafowl | Pīkao,Galliformes,Phasianidae,Pavo cristatus,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/peafowl,"peacock, peahen, Indian peafowl, pikao"
Wild turkey | Korukoru,Galliformes,Phasianidae,Meleagris gallopavo,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/wild-turkey,feral turkey
Common pheasant,Galliformes,Phasianidae,Phasianus colchicus,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/common-pheasant,"ring-necked pheasant, English pheasant, peihana, Chinese pheasant"
Australasian crested grebe | Pūteketeke,Podicipediformes,Podicipedidae,Podiceps cristatus,Nationally Vulnerable,Native,http://nzbirdsonline.org.nz/species/australasian-crested-grebe,"southern crested grebe, great crested grebe, puteketeke, kāmana, kamana"
New Zealand dabchick | Weweia,Podicipediformes,Podicipedidae,Poliocephalus rufopectus,Nationally Increasing,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-dabchick,"totokipio, taihoropi (Hokianga), taratimoho (Waikato), New Zealand grebe"
Hoary-headed grebe | Taihoropī,Podicipediformes,Podicipedidae,Poliocephalus poliocephalus,Coloniser,Native,http://nzbirdsonline.org.nz/species/hoary-headed-grebe,"hoary headed grebe, hoaryheaded grebe"
Australasian little grebe | Tokitokipio,Podicipediformes,Podicipedidae,Tachybaptus novaehollandiae,Coloniser,Native,http://nzbirdsonline.org.nz/species/australasian-little-grebe,"eastern little grebe, Australasian grebe, Australian little grebe, Australian grebe"
Rock pigeon | Kererū aropari,Columbiformes,Columbidae,Columba livia,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/rock-pigeon,"feral pigeon, domestic pigeon, racing pigeon, rock dove, homing pigeon, street pigeon"
Barbary dove,Columbiformes,Columbidae,Streptopelia risoria,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/barbary-dove,"African collared dove, African ring-necked dove, ringed turtle dove, ring dove"
Spotted dove,Columbiformes,Columbidae,Streptopelia chinensis,Introduced and Naturalised,Introduced,http://nzbirdsonline.org.nz/species/spotted-dove,"Malay spotted dove, spotted turtle-dove, Chinese dove, pearl-necked dove, laceneck dove"
Rose-crowned fruit-dove,Columbiformes,Columbidae,Ptilinopus regina,Vagrant,Native,http://nzbirdsonline.org.nz/species/rose-crowned-fruit-dove,"pink-capped fruit-dove, Swainson’s fruit-dove, rose-crowned fruit-pigeon, rose-crowned fruit dove"
Kererū | New Zealand pigeon,Columbiformes,Columbidae,Hemiphaga novaeseelandiae,Not Threatened,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-pigeon,"kereru, kukupa, kuku, wood pigeon, native pigeon, kokopa"
Parea | Chatham Island pigeon,Columbiformes,Columbidae,Hemiphaga chathamensis,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-pigeon,parea
Oriental cuckoo,Cuculiformes,Cuculidae,Cuculus optatus,Vagrant,Native,http://nzbirdsonline.org.nz/species/oriental-cuckoo,Horsfield’s cuckoo
Pallid cuckoo,Cuculiformes,Cuculidae,Cacomantis pallidus,Vagrant,Native,http://nzbirdsonline.org.nz/species/pallid-cuckoo,rain bird
Fan-tailed cuckoo,Cuculiformes,Cuculidae,Cacomantis flabelliformis,Vagrant,Native,http://nzbirdsonline.org.nz/species/fan-tailed-cuckoo,"fantailed cuckoo, fan tailed cuckoo"
Shining cuckoo | Pīpīwharauroa,Cuculiformes,Cuculidae,Chrysococcyx lucidus,Not Threatened,Native,http://nzbirdsonline.org.nz/species/shining-cuckoo,"shining bronze-cuckoo, pipiwharauroa"
Long-tailed cuckoo | Koekoeā,Cuculiformes,Cuculidae,Eudynamys taitensis,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/long-tailed-cuckoo,"koekoea, kohoperoa, long-tailed koel, longtailed cuckoo, long tailed cuckoo"
Channel-billed cuckoo,Cuculiformes,Cuculidae,Scythrops novaehollandiae,Vagrant,Native,http://nzbirdsonline.org.nz/species/channel-billed-cuckoo,"flying walking-stick, channelbilled cuckoo, channel billed cuckoo"
New Zealand owlet-nightjar | Ruru hinapō,Apodiformes,Aegothelidae,Aegotheles novaezealandiae,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-owlet-nightjar,"New Zealand owletnightjar, New Zealand owlet nightjar"
White-throated needletail,Apodiformes,Apodidae,Hirundapus caudacutus,Vagrant,Native,http://nzbirdsonline.org.nz/species/white-throated-needletail,"spine-tailed swift, needle-tailed swift, northern needletail, whitethroated needletail, white throated needletail, spinetailed swift, spine tailed swift"
Fork-tailed swift,Apodiformes,Apodidae,Apus pacificus,Vagrant,Native,http://nzbirdsonline.org.nz/species/fork-tailed-swift,"Pacific swift, large white-rumped swift, forktailed swift, fork tailed swift"
North Island adzebill,Gruiformes,Aptornithidae,Aptornis otidiformis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/north-island-adzebill,
South Island adzebill | Ngutu hahau,Gruiformes,Aptornithidae,Aptornis defossor,Extinct,Endemic,http://nzbirdsonline.org.nz/species/south-island-adzebill,
Corncrake,Gruiformes,Rallidae,Crex crex,Vagrant,Native,http://nzbirdsonline.org.nz/species/corncrake,"corn crake, land rail"
Auckland Island rail,Gruiformes,Rallidae,Lewinia muelleri,Naturally Uncommon,Endemic,http://nzbirdsonline.org.nz/species/auckland-island-rail,
Banded rail | Moho pererū,Gruiformes,Rallidae,Gallirallus philippensis,Declining,Native,http://nzbirdsonline.org.nz/species/banded-rail,"mioweka, konini, kata tei, buff-banded rail"
Dieffenbach's rail | Moeriki,Gruiformes,Rallidae,Gallirallus dieffenbachii,Extinct,Endemic,http://nzbirdsonline.org.nz/species/dieffenbachs-rail,"mehoriki, meoriki, Dieffenbachs rail"
Weka,Gruiformes,Rallidae,Gallirallus australis,Not Threatened,Endemic,http://nzbirdsonline.org.nz/species/weka,woodhen
Chatham Island rail | Mātirakahu,Gruiformes,Rallidae,Cabalus modestus,Extinct,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-rail,"matirakahu, Hutton's rail, Mangare rail"
Snipe-rail,Gruiformes,Rallidae,Capellirallus karamu,Extinct,Endemic,http://nzbirdsonline.org.nz/species/snipe-rail,"sniperail, snipe rail"
Hawkins' rail | Mehonui,Gruiformes,Rallidae,Diaphorapteryx hawkinsi,Extinct,Endemic,http://nzbirdsonline.org.nz/species/hawkins-rail,"giant Chatham Island rail, mehonui, Hawkins rail, Hawkin's rail, Hawkins's rail"
Australian crake,Gruiformes,Rallidae,Porzana fluminea,Vagrant,Native,http://nzbirdsonline.org.nz/species/australian-crake,"Australian spotted crake, Spotted crake"
Spotless crake | Pūweto,Gruiformes,Rallidae,Zapornia tabuensis,Declining,Native,http://nzbirdsonline.org.nz/species/spotless-crake,"sooty rail, pūweto, puweto, putoto"
Marsh crake | Kotoreke,Gruiformes,Rallidae,Zapornia pusilla,Declining,Native,http://nzbirdsonline.org.nz/species/marsh-crake,"Baillon's crake, koitareke"
Common moorhen,Gruiformes,Rallidae,Gallinula chloropus,Vagrant,Native,http://nzbirdsonline.org.nz/species/common-moorhen,"common gallinule, common waterhen, moorhen"
Dusky moorhen,Gruiformes,Rallidae,Gallinula tenebrosa,Vagrant,Native,http://nzbirdsonline.org.nz/species/dusky-moorhen,"dusky gallinule, black moorhen, black gallinule, sombre moorhen, sombre gallinule"
Black-tailed native-hen,Gruiformes,Rallidae,Tribonyx ventralis,Vagrant,Native,http://nzbirdsonline.org.nz/species/black-tailed-native-hen,"swamphen, black-tailed waterhen, waterhen, gallinule, blacktailed native-hen, black tailed native-hen, turbo-chicken"
Hodgens' waterhen,Gruiformes,Rallidae,Tribonyx hodgenorum,Extinct,Endemic,http://nzbirdsonline.org.nz/species/hodgens-waterhen,"Hodgens waterhen, Hodgen's waterhen"
Pūkeko | Pukeko,Gruiformes,Rallidae,Porphyrio melanotus,Not Threatened,Native,http://nzbirdsonline.org.nz/species/pukeko,"purple swamphen, purple gallinule, south-west Pacific swamphen, Australasian swamphen, pook"
North Island takahe | Moho,Gruiformes,Rallidae,Porphyrio mantelli,Extinct,Endemic,http://nzbirdsonline.org.nz/species/north-island-takahe,mohoau
South Island takahe |Takahē,Gruiformes,Rallidae,Porphyrio hochstetteri,Nationally Vulnerable,Endemic,http://nzbirdsonline.org.nz/species/south-island-takahe,notornis
Australian coot,Gruiformes,Rallidae,Fulica atra,Naturally Uncommon,Native,http://nzbirdsonline.org.nz/species/australian-coot,"Eurasian coot, common coot"
New Zealand coot,Gruiformes,Rallidae,Fulica prisca,Extinct,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-coot,
Chatham Island coot,Gruiformes,Rallidae,Fulica chathamensis,Extinct,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-coot,
Unidentified crane,Gruiformes,Gruidae,Grus -indeterminate,Vagrant,Native,http://nzbirdsonline.org.nz/species/unidentified-crane,"crane, brolga, sarus crane"
Variable oystercatcher | Tōrea pango,Charadriiformes,Haematopodidae,Haematopus unicolor,Recovering,Endemic,http://nzbirdsonline.org.nz/species/variable-oystercatcher,"black oystercatcher, torea pango, tōrea tai, torea tai, tōrea, torea, VOC"
South Island pied oystercatcher | Tōrea,Charadriiformes,Haematopodidae,Haematopus finschi,Declining,Endemic,http://nzbirdsonline.org.nz/species/south-island-pied-oystercatcher,"New Zealand pied oystercatcher, Finsch's oystercatcher, torea, SIPO"
Chatham Island oystercatcher | Tōrea tai,Charadriiformes,Haematopodidae,Haematopus chathamensis,Nationally Critical,Endemic,http://nzbirdsonline.org.nz/species/chatham-island-oystercatcher,torea tai
Pied stilt | Poaka,Charadriiformes,Recurvirostridae,Himantopus himantopus,Not Threatened,Native,http://nzbirdsonline.org.nz/species/pied-stilt,"Australasian pied stilt, black-winged stilt, white-headed stilt"
Kakī | Black stilt,Charadriiformes,Recurvirostridae,Himantopus novaezelandiae,Nationally Critical,Endemic,http://nzbirdsonline.org.nz/species/black-stilt,kaki
Red-necked avocet | Piwari,Charadriiformes,Recurvirostridae,Recurvirostra novaehollandiae,Vagrant,Introduced,http://nzbirdsonline.org.nz/species/red-necked-avocet,"Australian avocet, cobbler’s awl, cobbler, painted lady, yelper, trumpeter, scooper, rednecked avocet, red necked avocet"
Pacific golden plover | Kuriri,Charadriiformes,Charadriidae,Pluvialis fulva,Migrant,Native,http://nzbirdsonline.org.nz/species/pacific-golden-plover,"Asiatic golden plover, eastern golden plover, least golden plover, lesser golden plover"
American golden plover,Charadriiformes,Charadriidae,Pluvialis dominicus,Vagrant,Native,http://nzbirdsonline.org.nz/species/american-golden-plover,
Grey plover,Charadriiformes,Charadriidae,Pluvialis squatarola,Vagrant,Native,http://nzbirdsonline.org.nz/species/grey-plover,"black-bellied plover, gray plover, silver plover, grey sandpiper"
New Zealand dotterel | Tūturiwhatu,Charadriiformes,Charadriidae,Charadrius obscurus,Recovering,Endemic,http://nzbirdsonline.org.nz/species/new-zealand-dotterel,"red-breasted dotterel, tuturiwhatu, tuturiwhatu-pukunui, rako"
Semipalmated plover,Charadriiformes,Charadriidae,Charadrius semipalmatus,Vagrant,Native,http://nzbirdsonline.org.nz/species/semipalmated-plover,
Red-capped plover,Charadriiformes,Charadriidae,Charadrius ruficapillus,Vagrant,Native,http://nzbirdsonline.org.nz/species/red-capped-plover,"red-capped dotterel, red-necked dotterel, red-necked plover, red-capped sandplover, sandlark, redcapped plover, red capped plover"
Banded dotterel | Pohowera,Charadriiformes,Charadriidae,Charadrius bicinctus,Declining,Endemic,http://nzbirdsonline.org.nz/species/banded-dotterel,"double-banded plover, tūturiwhatu, tuturiwhatu"
Lesser sand plover,Charadriiformes,Charadriidae,Charadrius mongolus,Vagrant,Native,http://nzbirdsonline.org.nz/species/lesser-sand-plover,"Mongolian dotterel, Mongolian plover, Tibetan plover, Mongolian sandplover"
Greater sand plover,Charadriiformes,Charadriidae,Charadrius leschenaultii,Vagrant,Native,http://nzbirdsonline.org.nz/species/greater-sand-plover,"large sand dotterel, large-billed dotterel, greater sandplover"
Oriental dotterel,Charadriiformes,Charadriidae,Charadrius veredus,Vagrant,Native,http://nzbirdsonline.org.nz/species/oriental-dotterel,Oriental plover
Wrybill | Ngutu pare,Charadriiformes,Charadriidae,Anarhynchus frontalis,Nationally Increasing,Endemic,http://nzbirdsonline.org.nz/species/wrybill,"wrybilled plover, ngutuparore, wrybill plover, crook-bill"
Black-fronted dotterel,Charadriiformes,Charadriidae,Elseyornis melanops,Naturally Uncommon,Native,http://nzbirdsonline.org.nz/species/black-fronted-dotterel,"black-fronted plover, blackfronted dotterel, black fronted dotterel"
Shore plover | Tuturuatu,Charadriiformes,Charadriidae,Thinornis novaeseelandiae,Nationally Critical,Endemic,http://nzbirdsonline.org.nz/species/shore-plover,"New Zealand shore plover, tūturuatu, sand plover, New Zealand plover, shore dotterel"
Red-kneed dotterel,Charadriiformes,Charadriidae,Erythrogonys cinctus,Vagrant,Native,http://nzbirdsonline.org.nz/species/red-kneed-dotterel,"redkneed dotterel, red kneed dotterel"
Spur-winged plover,Charadriiformes,Charadriidae,Vanellus miles,Not Threatened,Native,http://nzbirdsonline.org.nz/species/spur-winged-plover,"masked lapwing, masked plover, spur-wing, spurwinged plover, spur winged plover"
Australian painted snipe,Charadriiformes,Rostratulidae,Rostratula australis,Vagrant,Native,http://nzbirdsonline.org.nz/species/australian-painted-snipe,
Upland sandpiper,Charadriiformes,Scolopacidae,Bartramia longicauda,Vagrant,Native,http://nzbirdsonline.org.nz/species/upland-sandpiper,
Eastern curlew,Charadriiformes,Scolopacidae,Numenius madagascariensis,Vagrant,Native,http://nzbirdsonline.org.nz/species/eastern-curlew,far-eastern curlew
Eurasian whimbrel,Charadriiformes,Scolopacidae,Numenius phaeopus,Migrant,Native,http://nzbirdsonline.org.nz/species/whimbrel,Asiatic whimbrel
American whimbrel,Charadriiformes,Scolopacidae,Numenius hudsonicus,Vagrant,Native,http://nzbirdsonline.org.nz/species/american-whimbrel,Hudsonian whimbrel
Little whimbrel,Charadriiformes,Scolopacidae,Numenius minutus,Vagrant,Native,http://nzbirdsonline.org.nz/species/little-whimbrel,"little curlew, least whimbrel"
Bristle-thighed curlew,Charadriiformes,Scolopacidae,Numenius tahitiensis,Vagrant,Native,http://nzbirdsonline.org.nz/species/bristle-thighed-curlew,"bristlethighed curlew, bristle thighed curlew, kivi"
Bar-tailed godwit | Kuaka,Charadriiformes,Scolopacidae,Limosa lapponica,Declining,Native,http://nzbirdsonline.org.nz/species/bar-tailed-godwit,"barwit, bartailed godwit, bar tailed godwit"
Black-tailed godwit,Charadriiformes,Scolopacidae,Limosa limosa,Vagrant,Native,http://nzbirdsonline.org.nz/species/black-tailed-godwit,"Asiatic black-tailed godwit, blacktailed godwit, black tailed godwit"
Hudsonian godwit,Charadriiformes,Scolopacidae,Limosa haemastica,Vagrant,Native,http://nzbirdsonline.org.nz/species/hudsonian-godwit,hudwit
Ruddy turnstone,Charadriiformes,Scolopacidae,Arenaria interpres,Migrant,Native,http://nzbirdsonline.org.nz/species/ruddy-turnstone,"turnstone, eastern turnstone"
Great knot,Charadriiformes,Scolopacidae,Calidris tenuirostris,Vagrant,Native,http://nzbirdsonline.org.nz/species/great-knot,
Red knot | Huahou,Charadriiformes,Scolopacidae,Calidris canutus,Declining,Native,http://nzbirdsonline.org.nz/species/lesser-knot,"lesser knot, knot"
Ruff,Charadriiformes,Scolopacidae,Calidris pugnax,Vagrant,Native,http://nzbirdsonline.org.nz/species/ruff,reeve
Broad-billed sandpiper,Charadriiformes,Scolopacidae,Calidris falcinellus,Vagrant,Native,http://nzbirdsonline.org.nz/species/broad-billed-sandpiper,"broadbilled sandpiper, broad billed sandpiper"
Sharp-tailed sandpiper | Kohutapu,Charadriiformes,Scolopacidae,Calidris acuminata,Migrant,Native,http://nzbirdsonline.org.nz/species/sharp-tailed-sandpiper,"sharp tailed sandpiper, sharptailed sandpiper"
Stilt sandpiper,Charadriiformes,Scolopacidae,Calidris himantopus,Vagrant,Native,http://nzbirdsonline.org.nz/species/stilt-sandpiper,
Curlew sandpiper,Charadriiformes,Scolopacidae,Calidris ferruginea,Vagrant,Native,http://nzbirdsonline.org.nz/species/curlew-sandpiper,
Long-toed stint,Charadriiformes,Scolopacidae,Calidris subminuta,Vagrant,Native,http://nzbirdsonline.org.nz/species/long-toed-stint,"Middendorf’s stint, longtoed stint, long toed stint"
Red-necked stint,Charadriiformes,Scolopacidae,Calidris ruficollis,Migrant,Native,http://nzbirdsonline.org.nz/species/red-necked-stint,"rufous-necked stint, rednecked stint, red necked stint"
Sanderling,Charadriiformes,Scolopacidae,Calidris alba,Vagrant,Native,http://nzbirdsonline.org.nz/species/sanderling,"beach-bird, whitey"
Dunlin,Charadriiformes,Scolopacidae,Calidris alpina,Vagrant,Native,http://nzbirdsonline.org.nz/species/dunlin,"red-backed sandpiper, black-bellied sandpiper, blackcrop"
Baird's sandpiper,Charadriiformes,Scolopacidae,Calidris bairdii,Vagrant,Native,http://nzbirdsonline.org.nz/species/bairds-sandpiper,Bairds sandpiper
Little stint,Charadriiformes,Scolopacidae,Calidris minuta,Vagrant,Native,http://nzbirdsonline.org.nz/species/little-stint,
Least sandpiper,Charadriiformes,Scolopacidae,Calidris minutilla,Vagrant,Native,http://nzbirdsonline.org.nz/species/least-sandpiper,
White-rumped sandpiper,Charadriiformes,Scolopacidae,Calidris fuscicollis,Vagrant,Native,http://nzbirdsonline.org.nz/species/white-rumped-sandpiper,"Bonaparte’s sandpiper, whiterumped sandpiper, white rumped sandpiper"
Buff-breasted sandpiper,Charadriiformes,Scolopacidae,Calidris subruficollis,Vagrant,Native,http://nzbirdsonline.org.nz/species/buff-breasted-sandpiper,"grasspiper, buffbreasted sandpiper, buff breasted sandpiper"
